"","TRTFRIEND","TRTSPONLY","TRTCCC","TRTALONE","TRTFAMILY","TRCHILDNUM"
"6790",0,0,0,630,360,0
"6791",0,0,60,130,140,2
"6792",0,195,0,525,195,0
"6793",0,0,0,60,735,4
"6794",0,0,0,270,0,0
"6795",0,0,70,40,385,3
"6796",0,0,0,810,0,0
"6797",0,0,0,795,0,0
"6798",0,0,0,620,270,0
"6799",0,0,0,195,0,0
"6800",0,0,0,0,960,1
"6801",0,105,0,415,105,0
"6802",0,0,0,60,815,3
"6803",0,195,0,525,195,0
"6804",0,920,0,25,920,0
"6805",0,180,0,0,800,2
"6806",0,0,0,6,20,1
"6807",0,215,0,242,653,4
"6808",0,0,0,1167,0,0
"6809",0,660,0,120,660,0
"6810",0,0,0,300,510,0
"6811",0,10,30,95,155,2
"6812",0,0,0,410,0,0
"6813",0,460,0,340,460,0
"6814",0,20,0,195,20,0
"6815",0,0,0,765,45,0
"6816",0,0,0,575,0,0
"6817",0,565,0,365,565,0
"6818",0,760,0,88,760,0
"6819",0,130,0,45,325,0
"6820",0,0,0,60,645,0
"6821",0,0,0,895,0,0
"6822",0,0,0,375,430,0
"6823",0,350,0,490,350,0
"6824",0,0,0,175,215,1
"6825",0,165,0,385,165,0
"6826",0,0,0,705,0,0
"6827",0,0,0,495,100,0
"6828",0,0,0,550,0,0
"6829",0,0,0,491,15,0
"6830",0,0,0,20,975,1
"6831",0,0,0,970,0,0
"6832",0,290,0,585,290,0
"6833",0,255,0,675,255,0
"6834",0,390,0,390,390,0
"6835",0,60,0,230,480,2
"6836",200,0,0,765,0,0
"6837",0,285,20,70,285,0
"6838",0,0,0,0,0,0
"6839",0,60,0,330,60,1
"6840",0,240,0,360,430,0
"6841",0,0,0,90,190,2
"6842",0,0,0,80,780,0
"6843",0,63,0,12,753,0
"6844",0,30,0,120,270,2
"6845",0,370,0,650,370,0
"6846",0,0,0,290,0,0
"6847",0,30,0,307,165,3
"6848",0,90,0,90,480,2
"6849",0,0,0,915,0,0
"6850",0,0,0,210,0,0
"6851",0,300,0,547,437,0
"6852",326,0,0,464,0,1
"6853",0,180,0,95,780,2
"6854",0,180,0,40,480,1
"6855",0,825,0,0,825,0
"6856",0,0,0,840,60,0
"6857",0,80,0,60,235,2
"6858",0,185,0,120,720,2
"6859",0,0,0,541,0,0
"6860",0,360,0,540,360,0
"6861",0,105,0,695,135,0
"6862",0,485,0,280,485,0
"6863",0,360,0,490,360,0
"6864",0,0,0,165,610,1
"6865",0,0,0,1075,30,0
"6866",0,0,0,625,155,0
"6867",0,550,0,200,550,0
"6868",0,331,0,60,800,0
"6869",0,0,0,725,140,1
"6870",0,0,0,810,0,0
"6871",0,0,0,774,0,0
"6872",0,0,0,930,30,0
"6873",0,0,0,360,420,0
"6874",338,0,0,0,885,2
"6875",0,0,0,570,0,0
"6876",0,0,0,825,0,0
"6877",0,67,0,0,750,2
"6878",0,0,0,759,0,0
"6879",0,465,0,368,465,0
"6880",0,60,0,450,60,0
"6881",0,0,0,330,390,1
"6882",0,0,0,720,165,1
"6883",0,0,0,355,185,1
"6884",0,0,0,865,75,0
"6885",0,0,0,0,364,2
"6886",0,0,0,30,0,0
"6887",0,0,0,0,840,2
"6888",0,720,0,30,780,0
"6889",0,0,0,750,0,0
"6890",0,0,30,345,0,0
"6891",0,0,0,1050,0,0
"6892",0,2,0,570,2,0
"6893",0,0,0,420,190,1
"6894",0,15,0,312,478,0
"6895",0,0,0,520,0,0
"6896",0,380,0,200,652,0
"6897",0,315,0,375,435,1
"6898",0,400,0,285,400,0
"6899",0,360,0,390,450,0
"6900",0,0,0,845,0,0
"6901",0,0,0,760,0,1
"6902",0,0,0,350,490,1
"6903",0,0,15,176,0,2
"6904",0,339,0,181,701,0
"6905",0,0,0,630,0,0
"6906",0,165,60,10,200,2
"6907",0,0,0,585,345,0
"6908",0,384,0,65,384,0
"6909",0,0,0,900,0,0
"6910",0,313,0,57,313,0
"6911",0,420,0,443,420,0
"6912",0,45,0,135,600,3
"6913",0,0,0,930,0,0
"6914",0,0,0,60,0,1
"6915",0,0,0,0,745,1
"6916",0,420,0,300,420,0
"6917",0,0,0,720,270,0
"6918",0,540,0,0,1050,0
"6919",0,0,0,764,10,0
"6920",0,0,0,610,0,0
"6921",0,0,0,0,0,0
"6922",0,425,0,340,425,0
"6923",0,125,0,380,630,1
"6924",0,0,0,730,0,0
"6925",90,0,0,90,0,1
"6926",0,0,0,966,0,0
"6927",600,480,0,30,705,0
"6928",0,80,0,810,80,0
"6929",635,0,0,175,30,0
"6930",0,0,0,960,0,0
"6931",0,210,0,480,210,0
"6932",0,0,0,770,340,1
"6933",0,500,0,400,500,0
"6934",0,0,0,935,45,0
"6935",0,0,0,0,840,2
"6936",0,50,0,210,715,0
"6937",0,330,0,450,330,0
"6938",0,0,0,885,0,0
"6939",0,685,0,215,685,0
"6940",0,0,0,505,365,0
"6941",0,540,0,80,540,0
"6942",0,0,0,720,0,0
"6943",0,190,0,75,455,0
"6944",0,365,0,30,550,3
"6945",0,90,0,435,645,0
"6946",0,140,0,670,185,0
"6947",0,800,0,0,800,1
"6948",0,390,0,330,390,0
"6949",0,105,0,236,282,0
"6950",760,255,0,60,1015,0
"6951",0,422,0,448,422,0
"6952",0,705,0,75,705,0
"6953",0,0,0,430,260,0
"6954",0,0,0,900,0,0
"6955",0,0,0,0,0,0
"6956",0,0,0,690,30,0
"6957",0,225,0,190,425,1
"6958",0,180,30,170,345,2
"6959",0,0,0,465,0,0
"6960",0,655,0,0,655,0
"6961",0,0,0,111,155,1
"6962",0,60,0,180,60,1
"6963",0,370,0,0,700,0
"6964",0,405,0,0,840,0
"6965",0,0,0,960,0,0
"6966",0,310,0,50,310,3
"6967",0,97,0,65,247,2
"6968",0,0,0,1060,0,0
"6969",0,0,0,1035,0,0
"6970",0,30,0,150,650,4
"6971",0,490,0,100,490,0
"6972",0,0,0,332,270,0
"6973",0,105,0,220,705,2
"6974",0,0,0,155,204,1
"6975",0,0,0,870,0,0
"6976",0,0,0,490,90,0
"6977",0,0,0,790,0,0
"6978",0,0,0,630,270,0
"6979",0,60,0,60,710,2
"6980",145,0,0,815,0,0
"6981",0,0,0,120,570,0
"6982",0,240,0,240,240,0
"6983",0,0,0,360,605,0
"6984",0,0,0,610,240,0
"6985",0,150,0,137,628,1
"6986",0,0,0,120,135,0
"6987",0,0,0,310,60,0
"6988",0,345,0,470,445,0
"6989",0,0,0,190,0,0
"6990",0,455,0,296,455,0
"6991",0,270,0,40,530,1
"6992",0,15,30,100,317,3
"6993",0,767,0,48,767,0
"6994",0,25,0,677,313,0
"6995",0,150,0,810,150,0
"6996",180,0,0,541,0,0
"6997",0,45,0,167,653,2
"6998",0,0,0,732,0,0
"6999",0,0,0,705,0,0
"7000",0,225,0,125,225,0
"7001",0,0,30,335,0,0
"7002",0,865,0,125,865,0
"7003",0,335,0,480,335,0
"7004",0,0,0,660,0,0
"7005",0,780,0,0,780,0
"7006",0,0,0,1180,0,0
"7007",0,0,0,115,335,0
"7008",15,0,0,600,293,0
"7009",100,0,0,770,0,0
"7010",130,175,0,120,810,2
"7011",0,115,0,400,365,0
"7012",0,0,0,1015,80,0
"7013",0,0,0,0,0,0
"7014",0,0,0,485,0,0
"7015",0,105,0,0,105,0
"7016",0,0,0,210,160,0
"7017",465,10,0,480,475,0
"7018",0,210,0,595,210,0
"7019",0,55,0,0,880,0
"7020",0,0,0,293,205,1
"7021",0,65,0,391,65,0
"7022",0,0,0,485,535,4
"7023",0,0,0,720,240,2
"7024",0,0,0,1025,0,0
"7025",0,615,0,345,615,0
"7026",0,0,0,720,210,0
"7027",0,0,0,80,790,1
"7028",0,0,0,65,475,2
"7029",0,120,0,15,180,0
"7030",0,753,0,173,817,0
"7031",0,0,0,282,2,1
"7032",0,360,0,120,810,0
"7033",0,225,0,115,635,0
"7034",0,0,0,790,0,0
"7035",0,0,0,990,0,0
"7036",0,0,0,390,0,0
"7037",0,0,0,900,0,0
"7038",120,345,0,265,515,0
"7039",0,556,0,60,796,0
"7040",0,0,0,430,0,0
"7041",0,760,0,130,760,0
"7042",0,0,0,242,0,0
"7043",0,135,0,240,600,1
"7044",0,105,0,0,375,2
"7045",0,0,0,300,480,3
"7046",0,0,0,376,40,2
"7047",0,665,0,60,665,0
"7048",0,0,0,590,0,0
"7049",0,0,60,30,295,2
"7050",0,105,0,385,395,2
"7051",0,0,0,120,425,1
"7052",0,240,0,340,500,0
"7053",0,0,0,250,537,1
"7054",0,40,0,69,40,0
"7055",0,0,0,1040,100,1
"7056",0,0,0,630,0,0
"7057",0,0,0,520,220,0
"7058",0,340,0,560,340,0
"7059",130,0,0,60,0,0
"7060",0,0,0,150,150,1
"7061",0,0,0,268,0,0
"7062",0,55,0,635,235,0
"7063",0,0,0,300,405,0
"7064",0,0,0,0,525,0
"7065",0,270,0,90,570,0
"7066",0,840,0,0,840,0
"7067",0,0,0,300,307,0
"7068",0,0,0,160,0,0
"7069",0,145,0,273,145,0
"7070",0,0,0,780,0,0
"7071",0,300,0,600,300,0
"7072",0,0,0,720,90,0
"7073",0,60,0,220,869,3
"7074",0,465,0,260,465,0
"7075",0,0,0,882,0,0
"7076",0,0,0,415,15,0
"7077",0,0,0,730,80,1
"7078",0,0,0,420,240,0
"7079",0,0,0,218,60,0
"7080",0,0,0,1005,25,0
"7081",0,240,0,450,240,0
"7082",0,0,0,820,135,0
"7083",0,0,0,255,15,0
"7084",0,0,0,821,0,0
"7085",0,105,0,245,535,1
"7086",0,240,0,170,240,0
"7087",120,120,0,655,120,0
"7088",0,0,56,699,0,0
"7089",0,170,0,185,270,2
"7090",0,410,0,190,770,0
"7091",0,825,0,0,825,0
"7092",0,0,0,1050,0,0
"7093",0,0,0,115,0,0
"7094",0,0,0,930,0,0
"7095",0,0,0,855,0,0
"7096",0,110,0,60,267,3
"7097",0,210,0,160,700,3
"7098",0,213,0,511,567,0
"7099",0,444,0,286,444,0
"7100",0,0,0,130,0,2
"7101",0,0,0,640,0,0
"7102",0,0,0,1080,0,0
"7103",0,0,0,395,270,0
"7104",0,0,0,390,75,0
"7105",0,0,0,135,0,0
"7106",0,15,0,40,705,1
"7107",0,0,0,840,0,0
"7108",120,0,0,780,0,0
"7109",0,0,0,147,0,0
"7110",0,0,0,795,0,0
"7111",0,0,0,840,0,0
"7112",0,0,0,995,0,0
"7113",0,0,0,270,0,0
"7114",0,0,0,520,0,0
"7115",0,0,0,246,629,0
"7116",0,300,0,645,320,0
"7117",0,280,0,115,280,0
"7118",545,0,0,340,0,0
"7119",0,273,0,10,770,3
"7120",0,0,0,655,155,2
"7121",0,240,0,610,240,0
"7122",315,360,0,0,675,0
"7123",0,370,0,300,370,0
"7124",0,0,10,119,188,0
"7125",0,0,0,833,0,0
"7126",0,0,0,750,0,0
"7127",0,0,0,405,0,0
"7128",0,150,0,330,600,0
"7129",0,0,0,255,65,0
"7130",0,465,0,270,465,0
"7131",0,3,0,265,687,2
"7132",0,0,0,810,0,0
"7133",0,0,0,450,120,0
"7134",0,0,0,312,0,0
"7135",0,0,0,770,10,0
"7136",0,0,0,327,0,0
"7137",0,0,0,678,0,0
"7138",0,594,0,10,680,0
"7139",0,120,0,185,120,0
"7140",0,0,0,70,300,2
"7141",0,0,0,1080,0,0
"7142",260,270,0,265,530,0
"7143",0,0,0,1170,30,1
"7144",0,0,0,750,0,0
"7145",0,150,0,235,233,2
"7146",0,30,0,0,636,3
"7147",0,445,0,365,445,0
"7148",0,585,0,480,585,0
"7149",0,0,0,750,120,0
"7150",0,510,0,270,510,0
"7151",0,0,0,0,715,0
"7152",0,15,0,0,962,4
"7153",0,200,0,250,200,0
"7154",0,0,0,410,0,0
"7155",0,0,0,155,566,2
"7156",135,425,0,275,425,0
"7157",0,765,0,270,765,0
"7158",0,450,0,200,480,0
"7159",0,379,0,456,409,0
"7160",0,90,0,345,195,0
"7161",0,0,0,280,0,0
"7162",0,0,20,345,0,0
"7163",0,0,0,432,95,0
"7164",195,230,0,480,425,0
"7165",0,0,0,750,0,1
"7166",0,0,0,793,0,0
"7167",0,35,0,75,425,2
"7168",0,0,30,454,30,0
"7169",0,885,0,15,885,0
"7170",0,85,0,270,175,0
"7171",0,0,0,0,480,0
"7172",0,0,0,55,0,0
"7173",0,240,0,60,240,0
"7174",0,0,0,345,150,2
"7175",0,0,0,445,375,2
"7176",0,0,0,790,0,0
"7177",0,0,0,230,495,4
"7178",0,180,0,540,180,1
"7179",260,0,0,60,230,1
"7180",180,0,0,273,430,0
"7181",0,0,0,650,0,0
"7182",0,210,0,390,520,1
"7183",120,0,0,240,0,0
"7184",0,430,0,410,430,0
"7185",0,60,0,70,255,2
"7186",0,0,0,225,645,0
"7187",0,0,0,104,0,2
"7188",0,120,0,645,120,0
"7189",0,0,0,960,0,0
"7190",400,0,0,410,0,0
"7191",0,0,0,709,110,0
"7192",345,315,0,260,315,0
"7193",90,0,0,615,0,0
"7194",0,0,0,155,655,2
"7195",0,284,0,465,669,0
"7196",0,0,0,90,0,0
"7197",0,0,0,180,0,0
"7198",0,60,0,750,60,0
"7199",0,870,0,0,870,0
"7200",0,0,0,254,30,1
"7201",0,0,0,109,0,0
"7202",0,170,0,220,170,0
"7203",0,0,55,515,0,0
"7204",0,240,0,610,240,0
"7205",0,0,0,660,150,0
"7206",0,0,0,25,595,4
"7207",380,0,0,0,740,1
"7208",0,30,0,285,270,0
"7209",0,780,0,135,780,0
"7210",300,436,0,0,940,0
"7211",0,0,0,90,690,0
"7212",0,0,0,300,640,2
"7213",0,90,0,755,90,0
"7214",0,0,0,30,870,0
"7215",0,0,0,85,860,4
"7216",0,189,0,50,560,2
"7217",0,285,0,225,645,0
"7218",0,0,0,0,780,3
"7219",0,0,0,0,840,1
"7220",0,0,0,660,0,0
"7221",0,450,0,100,450,0
"7222",0,335,0,17,1003,3
"7223",0,0,0,273,0,0
"7224",442,0,0,340,0,1
"7225",0,0,60,205,90,0
"7226",0,0,0,310,335,1
"7227",0,0,0,350,140,0
"7228",482,0,0,20,770,2
"7229",0,255,0,210,315,2
"7230",0,0,0,148,765,1
"7231",0,0,0,760,20,0
"7232",0,0,0,250,535,4
"7233",0,0,30,170,0,0
"7234",0,0,0,240,150,1
"7235",0,0,0,155,460,2
"7236",0,0,0,180,30,1
"7237",0,0,0,255,210,1
"7238",0,0,0,260,145,0
"7239",0,0,0,741,214,1
"7240",0,0,0,75,130,2
"7241",0,60,0,240,630,1
"7242",0,510,0,330,510,0
"7243",0,0,0,825,0,0
"7244",0,0,0,480,0,0
"7245",0,95,0,15,280,1
"7246",0,0,0,110,655,0
"7247",0,0,0,465,300,2
"7248",0,165,0,340,230,2
"7249",0,0,0,0,1070,2
"7250",0,180,0,510,240,2
"7251",0,0,0,980,0,0
"7252",0,0,0,225,690,2
"7253",410,0,0,460,0,0
"7254",0,0,35,240,0,0
"7255",0,0,0,60,875,4
"7256",0,0,0,625,0,1
"7257",20,0,0,270,0,1
"7258",0,0,0,390,0,0
"7259",0,0,0,1200,0,0
"7260",0,0,0,145,0,0
"7261",0,0,0,585,290,0
"7262",0,0,0,1130,10,1
"7263",0,0,0,540,196,0
"7264",0,150,0,0,900,1
"7265",0,355,0,50,870,1
"7266",0,0,0,45,705,2
"7267",0,0,0,930,0,0
"7268",0,0,0,155,90,3
"7269",0,200,183,22,220,0
"7270",0,30,0,0,310,2
"7271",0,355,0,0,810,2
"7272",0,0,0,705,45,0
"7273",0,0,0,640,0,0
"7274",0,0,0,750,30,0
"7275",0,0,0,730,10,3
"7276",135,0,0,355,530,0
"7277",0,0,0,660,0,0
"7278",0,0,0,30,870,0
"7279",0,210,0,464,251,2
"7280",0,0,0,220,0,1
"7281",0,600,0,300,630,1
"7282",0,730,0,60,750,2
"7283",0,30,0,220,725,2
"7284",0,0,0,900,0,0
"7285",0,0,0,565,330,0
"7286",0,0,0,60,650,1
"7287",120,0,0,145,0,0
"7288",0,60,0,0,960,2
"7289",0,0,0,0,0,0
"7290",0,0,0,255,570,0
"7291",0,280,0,375,625,0
"7292",0,0,0,695,0,0
"7293",0,220,0,620,220,1
"7294",0,0,0,763,0,0
"7295",0,0,0,300,600,1
"7296",0,0,0,519,0,1
"7297",0,0,0,531,244,2
"7298",0,0,90,60,310,2
"7299",0,264,0,629,264,0
"7300",0,115,60,120,115,0
"7301",0,0,0,875,0,0
"7302",0,0,0,39,0,0
"7303",0,0,0,1006,0,0
"7304",0,20,0,60,660,2
"7305",0,30,0,360,330,0
"7306",0,0,0,1080,0,0
"7307",0,0,0,355,430,3
"7308",0,145,0,200,205,1
"7309",330,0,0,396,0,0
"7310",0,0,0,280,390,2
"7311",0,0,0,243,535,0
"7312",0,75,0,623,190,1
"7313",0,0,0,900,0,0
"7314",150,0,0,276,0,0
"7315",0,30,0,155,660,1
"7316",0,0,0,210,390,0
"7317",0,530,0,340,530,1
"7318",0,149,0,0,814,0
"7319",0,138,0,174,138,0
"7320",0,10,0,195,220,0
"7321",0,10,0,467,92,1
"7322",0,0,0,660,0,0
"7323",0,0,0,920,0,0
"7324",710,0,0,0,0,0
"7325",0,90,0,270,90,0
"7326",0,720,0,225,720,0
"7327",0,0,0,780,0,0
"7328",150,135,0,480,135,0
"7329",0,390,0,330,390,0
"7330",0,0,0,930,0,0
"7331",0,280,0,55,310,1
"7332",0,0,0,58,722,2
"7333",0,0,0,245,0,0
"7334",0,260,0,175,680,0
"7335",0,260,0,540,260,0
"7336",0,0,0,850,0,0
"7337",0,160,0,149,160,0
"7338",210,140,0,270,600,2
"7339",0,0,0,122,0,0
"7340",0,0,0,805,0,0
"7341",90,35,0,390,340,0
"7342",0,0,0,330,255,3
"7343",0,0,0,930,0,0
"7344",0,0,0,525,0,0
"7345",0,900,0,0,900,0
"7346",0,0,0,275,350,0
"7347",0,0,0,580,0,0
"7348",0,0,0,420,140,1
"7349",0,0,0,170,500,0
"7350",0,0,0,310,0,0
"7351",0,0,0,519,0,0
"7352",0,0,0,60,780,1
"7353",0,0,0,350,505,2
"7354",415,0,0,485,415,0
"7355",0,0,0,250,300,7
"7356",0,0,0,722,198,0
"7357",0,0,0,80,0,0
"7358",365,0,0,555,20,0
"7359",0,0,0,670,0,1
"7360",0,0,0,60,0,0
"7361",0,0,0,705,60,0
"7362",0,0,0,720,180,0
"7363",0,0,0,840,0,1
"7364",0,0,0,418,14,1
"7365",0,0,0,462,0,1
"7366",240,0,0,264,186,1
"7367",0,0,0,510,0,4
"7368",0,0,0,120,124,1
"7369",0,0,0,141,150,0
"7370",0,0,0,180,150,0
"7371",0,0,0,350,145,1
"7372",0,0,0,330,570,2
"7373",0,0,0,222,271,2
"7374",0,0,0,510,420,1
"7375",0,0,0,330,0,2
"7376",0,0,0,110,310,0
"7377",0,0,0,780,0,3
"7378",0,0,0,495,30,1
"7379",0,0,0,900,60,0
"7380",0,315,0,75,735,0
"7381",0,0,0,1015,0,0
"7382",0,0,0,0,990,2
"7383",0,0,0,555,315,4
"7384",0,0,0,510,0,0
"7385",0,0,0,270,660,2
"7386",0,0,0,385,135,0
"7387",0,0,0,154,103,0
"7388",0,0,0,255,300,1
"7389",0,387,0,333,387,0
"7390",0,140,0,155,940,6
"7391",0,0,30,275,40,3
"7392",0,0,26,30,0,0
"7393",0,340,0,280,340,0
"7394",0,0,30,0,240,0
"7395",25,170,0,585,290,0
"7396",0,653,0,35,653,0
"7397",0,61,0,321,369,0
"7398",5,0,0,326,539,1
"7399",0,0,30,135,90,1
"7400",0,10,0,0,790,3
"7401",0,425,10,100,425,0
"7402",0,0,0,221,105,1
"7403",0,130,0,15,900,2
"7404",0,0,0,120,720,2
"7405",5,277,0,56,762,1
"7406",0,320,0,0,820,0
"7407",0,0,0,356,0,0
"7408",0,0,0,660,0,0
"7409",0,90,0,50,90,0
"7410",0,0,0,780,0,0
"7411",0,730,0,80,730,0
"7412",100,30,0,756,30,0
"7413",0,345,0,225,345,0
"7414",0,0,0,560,0,0
"7415",0,480,15,45,525,0
"7416",0,0,0,0,513,4
"7417",0,0,0,400,225,1
"7418",0,0,0,595,0,0
"7419",30,0,0,735,0,0
"7420",0,0,0,125,30,1
"7421",0,25,0,70,709,0
"7422",0,510,0,390,510,0
"7423",0,0,0,875,0,0
"7424",294,0,0,246,0,0
"7425",0,0,0,340,400,0
"7426",0,0,0,60,0,0
"7427",0,0,0,485,0,0
"7428",0,105,0,91,249,0
"7429",0,0,0,170,110,1
"7430",11,480,0,276,663,0
"7431",0,0,0,31,0,0
"7432",0,295,0,10,920,0
"7433",60,0,0,95,0,1
"7434",347,0,0,515,0,0
"7435",0,0,0,720,0,0
"7436",0,223,0,312,223,0
"7437",0,0,0,150,645,1
"7438",0,0,230,80,390,3
"7439",0,0,0,942,0,0
"7440",0,180,0,15,845,2
"7441",0,130,0,30,685,3
"7442",0,0,40,295,0,0
"7443",0,0,0,675,0,0
"7444",0,23,0,493,397,0
"7445",0,0,0,250,0,0
"7446",0,230,0,515,315,3
"7447",0,0,0,1065,0,0
"7448",0,665,0,190,665,0
"7449",0,0,0,0,780,1
"7450",0,0,0,140,720,1
"7451",0,30,0,200,330,0
"7452",0,0,0,210,265,1
"7453",334,0,0,331,0,1
"7454",0,60,0,430,60,0
"7455",0,0,0,210,222,2
"7456",0,0,0,900,0,0
"7457",0,180,0,410,180,0
"7458",0,0,0,422,0,0
"7459",0,0,0,121,45,0
"7460",0,75,0,0,795,1
"7461",0,0,0,975,0,0
"7462",0,0,0,261,0,0
"7463",0,0,0,180,165,2
"7464",0,0,0,135,185,3
"7465",0,0,0,660,0,0
"7466",0,0,0,990,0,0
"7467",0,0,0,299,335,0
"7468",0,482,0,240,585,0
"7469",0,50,0,375,50,0
"7470",0,227,0,703,227,0
"7471",0,360,0,315,360,0
"7472",0,0,0,298,0,0
"7473",0,975,0,10,975,0
"7474",0,0,0,95,835,1
"7475",0,0,0,445,145,1
"7476",0,229,0,130,300,2
"7477",0,0,0,585,15,0
"7478",0,0,0,874,0,0
"7479",0,408,0,42,408,0
"7480",0,0,0,344,451,1
"7481",0,60,0,30,752,4
"7482",0,0,0,120,0,0
"7483",0,0,0,570,0,0
"7484",0,120,0,0,750,0
"7485",0,0,0,385,0,0
"7486",0,0,0,500,280,0
"7487",0,20,0,30,320,2
"7488",0,0,0,605,0,0
"7489",0,0,0,465,208,2
"7490",0,330,0,210,540,0
"7491",0,0,0,900,0,0
"7492",0,75,0,599,346,1
"7493",0,0,0,665,0,0
"7494",0,0,30,250,0,0
"7495",0,390,0,450,390,0
"7496",0,180,0,155,315,0
"7497",0,0,0,605,355,2
"7498",0,690,0,75,855,0
"7499",0,0,0,73,315,2
"7500",0,300,0,250,647,3
"7501",0,0,0,690,110,2
"7502",0,785,0,55,785,0
"7503",0,0,0,660,0,0
"7504",0,0,0,270,0,0
"7505",0,170,0,495,240,1
"7506",0,0,0,750,0,0
"7507",0,0,90,60,90,2
"7508",0,0,0,220,0,0
"7509",70,0,15,391,0,0
"7510",0,695,0,200,695,0
"7511",0,275,0,585,305,0
"7512",0,0,0,870,0,0
"7513",0,120,0,240,120,0
"7514",0,0,0,100,740,1
"7515",0,0,0,840,0,0
"7516",0,0,0,1080,0,0
"7517",0,0,0,685,0,2
"7518",0,0,0,535,275,0
"7519",0,105,0,162,678,1
"7520",0,0,0,888,0,1
"7521",0,710,0,340,710,0
"7522",0,0,0,570,360,0
"7523",0,0,0,590,0,0
"7524",0,365,0,355,365,0
"7525",0,15,0,180,450,1
"7526",0,0,0,900,0,0
"7527",0,0,0,601,0,0
"7528",0,190,0,530,460,2
"7529",0,10,0,325,581,2
"7530",0,0,0,775,30,0
"7531",0,0,75,305,120,1
"7532",0,0,0,840,0,0
"7533",0,457,0,280,457,0
"7534",0,180,0,300,810,2
"7535",0,0,0,935,0,0
"7536",0,10,0,100,1140,3
"7537",0,707,0,92,857,0
"7538",0,0,0,495,450,0
"7539",0,240,0,168,240,0
"7540",0,390,0,80,390,0
"7541",0,0,0,245,0,0
"7542",0,95,0,40,810,2
"7543",0,0,0,885,90,0
"7544",255,355,0,140,355,0
"7545",0,55,0,234,621,2
"7546",0,0,0,210,700,1
"7547",0,2,0,180,677,0
"7548",0,334,0,0,474,2
"7549",347,0,0,396,0,0
"7550",0,210,20,154,210,0
"7551",0,710,0,250,770,0
"7552",0,50,0,0,659,2
"7553",0,780,0,0,780,0
"7554",0,0,0,120,815,2
"7555",0,0,0,900,0,0
"7556",0,0,0,120,725,1
"7557",0,0,0,0,800,2
"7558",240,0,0,280,150,2
"7559",0,75,0,0,135,2
"7560",0,0,20,270,0,0
"7561",0,450,0,300,450,0
"7562",0,30,0,180,618,2
"7563",0,0,0,275,535,4
"7564",0,550,0,120,550,0
"7565",0,0,0,390,0,0
"7566",0,0,0,795,75,0
"7567",0,0,0,355,0,0
"7568",0,450,0,360,450,0
"7569",0,300,0,570,300,0
"7570",0,0,0,201,211,2
"7571",0,330,0,25,725,2
"7572",0,145,60,10,325,3
"7573",0,0,0,750,0,0
"7574",0,60,0,205,665,0
"7575",0,0,0,220,0,0
"7576",0,0,0,960,60,0
"7577",0,0,0,110,260,1
"7578",0,0,0,555,240,0
"7579",0,135,0,10,360,1
"7580",0,970,0,0,970,0
"7581",0,690,0,60,690,0
"7582",0,270,0,185,540,1
"7583",0,569,0,80,629,0
"7584",0,0,0,740,190,0
"7585",0,0,0,870,0,0
"7586",0,60,0,255,720,1
"7587",0,90,0,660,90,0
"7588",0,525,0,450,525,0
"7589",0,30,30,65,285,4
"7590",0,0,0,666,0,0
"7591",0,257,0,523,257,0
"7592",0,0,0,115,675,1
"7593",45,0,0,805,0,0
"7594",0,0,0,910,0,0
"7595",555,0,0,0,570,3
"7596",0,35,0,660,35,0
"7597",0,0,0,692,5,0
"7598",0,0,0,630,0,0
"7599",0,738,0,42,738,0
"7600",0,660,0,195,660,0
"7601",0,345,0,0,890,0
"7602",0,326,0,105,786,1
"7603",0,30,0,135,240,2
"7604",0,780,0,360,780,0
"7605",0,0,0,150,0,0
"7606",0,0,0,60,395,1
"7607",0,695,0,0,695,0
"7608",0,0,0,505,0,0
"7609",0,850,0,0,975,0
"7610",0,90,0,0,930,2
"7611",0,0,0,180,0,2
"7612",0,315,0,185,315,0
"7613",0,0,0,146,680,1
"7614",0,0,0,140,370,1
"7615",0,840,0,0,840,0
"7616",0,300,0,60,300,0
"7617",0,0,0,290,550,2
"7618",0,0,21,125,220,2
"7619",0,0,0,450,0,0
"7620",0,240,0,170,240,0
"7621",0,0,0,985,0,0
"7622",0,170,0,790,170,0
"7623",0,0,0,390,331,2
"7624",0,426,0,466,426,0
"7625",0,45,0,320,820,6
"7626",0,155,0,402,633,3
"7627",0,0,0,680,0,0
"7628",0,90,0,0,945,3
"7629",0,45,0,225,530,3
"7630",0,105,0,570,105,0
"7631",0,160,0,90,302,1
"7632",0,0,0,880,0,0
"7633",0,95,30,65,255,2
"7634",0,0,0,990,0,0
"7635",0,0,0,610,280,2
"7636",0,0,0,540,420,3
"7637",0,0,0,115,565,2
"7638",0,0,0,290,20,0
"7639",0,85,0,90,340,2
"7640",0,0,0,940,0,0
"7641",0,790,0,50,790,0
"7642",0,150,0,690,150,0
"7643",0,255,0,450,255,0
"7644",0,15,0,0,525,0
"7645",0,0,0,35,0,0
"7646",0,0,0,750,0,0
"7647",0,318,0,177,318,0
"7648",0,105,0,0,555,2
"7649",0,105,0,280,208,2
"7650",0,0,0,480,495,0
"7651",0,250,0,246,250,0
"7652",0,0,0,510,360,1
"7653",0,602,0,190,602,0
"7654",0,0,0,900,0,0
"7655",0,20,0,510,335,2
"7656",0,0,0,1185,0,0
"7657",0,0,0,90,115,1
"7658",0,0,0,900,0,0
