"","x"
"3857",807.69
"3858",2884.61
"3859",1250
"3860",826.92
"3861",17.3
"3862",2403.84
"3863",680
"3864",2884.61
"3865",530
"3866",1923.07
"3867",2884.61
"3868",1100
"3869",1250
"3870",2884.61
"3871",1538.46
"3872",1225
"3873",1700
"3874",634
"3875",880.61
"3876",961.53
"3877",1923
"3878",1269.23
"3879",650
"3880",1384.61
"3881",400
"3882",1923.07
"3883",923.07
"3884",500
"3885",865.38
"3886",2884.61
"3887",2788.46
"3888",2788
"3889",1750
"3890",1480.76
"3891",1607.5
"3892",350
"3893",192.3
"3894",365.38
"3895",2250
"3896",2884.61
"3897",605
"3898",1000
"3899",850
"3900",30
"3901",1384.61
"3902",1730.76
"3903",1923.07
"3904",1800
"3905",620
"3906",2038.46
"3907",900
"3908",1280
"3909",1346.15
"3910",673.07
"3911",1961.53
"3912",1153.84
"3913",1250
"3914",1634.61
"3915",881
"3916",630
"3917",2884.61
"3918",2884.61
"3919",2884.61
"3920",2250
"3921",10
"3922",2884.61
"3923",1320
"3924",224
"3925",1859.61
"3926",80
"3927",1538
"3928",1240
"3929",1068
"3930",230.76
"3931",416.15
"3932",2884.61
"3933",1100
"3934",1139.53
"3935",1923.07
"3936",1250
"3937",2636.36
"3938",2884.61
"3939",1045
"3940",1846.15
"3941",1442.3
"3942",632
"3943",2076.92
"3944",1920
"3945",1603.2
"3946",400
"3947",945
"3948",500
"3949",961.53
"3950",1846.15
"3951",144
"3952",1153.84
"3953",673.07
"3954",1846
"3955",621
"3956",2884.61
"3957",480
"3958",600
"3959",600
"3960",2403.84
"3961",980.76
"3962",750
"3963",1000
"3964",1538.46
"3965",2634.61
"3966",230
"3967",1192.3
"3968",432
"3969",1142.8
"3970",2884.61
"3971",2884.61
"3972",1538.46
"3973",1153
"3974",576.92
"3975",860
"3976",1384.61
"3977",1250
"3978",800
"3979",1430.76
"3980",2115.38
"3981",1384.61
"3982",1760
"3983",2884.61
"3984",1442
"3985",925.96
"3986",573.5
"3987",997
"3988",990
"3989",686.53
"3990",230
"3991",455
"3992",880
"3993",525
"3994",923.07
"3995",461.53
"3996",1500
"3997",629.62
"3998",402.5
"3999",2884.5
"4000",500
"4001",923.07
"4002",2884.61
"4003",450
"4004",2884.48
"4005",580
"4006",1065
"4007",700
"4008",352
"4009",1050
"4010",846.15
"4011",711.53
"4012",692
"4013",394.4
"4014",800
"4015",2115
"4016",1230.76
"4017",1200
"4018",618.4
"4019",220
"4020",1153.84
"4021",1500
"4022",1980.76
"4023",1034.64
"4024",250
"4025",2692.3
"4026",946
"4027",621
"4028",797.5
"4029",2884.61
"4030",1245
"4031",2211.53
"4032",880
"4033",1000
"4034",1500
"4035",450
"4036",704
"4037",400
"4038",1788.46
"4039",100
"4040",1500
"4041",550
"4042",1400
"4043",323.07
"4044",925
"4045",2692.3
"4046",1115.38
"4047",1846.15
"4048",2884.61
"4049",532
"4050",520
"4051",614.4
"4052",230.76
"4053",865.38
"4054",800
"4055",1153.84
"4056",1600
"4057",157.5
"4058",1500
"4059",600
"4060",1400
"4061",260
"4062",923.07
"4063",2884.61
"4064",500
"4065",231.25
"4066",2884.61
"4067",750
"4068",774
"4069",540
"4070",96
"4071",1923.07
"4072",16.56
"4073",634
"4074",1634.61
"4075",1442.3
"4076",769.23
"4077",160
"4078",444.44
"4079",1480.76
"4080",2884.61
"4081",83.07
"4082",1000
"4083",1888.88
"4084",2115.38
"4085",1538.46
"4086",864
"4087",1923.07
"4088",1680
"4089",680
"4090",961.53
"4091",2115.38
"4092",679.6
"4093",570
"4094",250
"4095",1730.76
"4096",1961.53
"4097",1865.38
"4098",710
"4099",1215
"4100",1700
"4101",800
"4102",1040.53
"4103",1000
"4104",528.84
"4105",625
"4106",1346.15
"4107",730.76
"4108",2884.61
"4109",336.75
"4110",1000
"4111",800
"4112",600
"4113",450
"4114",1480
"4115",2884.61
"4116",2884.61
"4117",640
"4118",1057.69
"4119",1800
"4120",2884.61
"4121",1137.4
"4122",2884.61
"4123",512
"4124",533.52
"4125",923.07
"4126",1730.76
"4127",750
"4128",300
"4129",1150
"4130",2884.61
"4131",1846.15
"4132",600
"4133",2365
"4134",2077
"4135",1192.3
"4136",287.5
"4137",923.07
"4138",865.38
"4139",2884.61
"4140",769.23
"4141",2884.61
"4142",225
"4143",2884.61
"4144",400
"4145",2884.61
"4146",1865.38
"4147",15
"4148",600
"4149",480.76
"4150",600
"4151",112
"4152",120
"4153",1440
"4154",507.69
"4155",2211.53
"4156",780
"4157",975
"4158",1634.61
"4159",2000
"4160",1884
"4161",2884.61
"4162",1000
"4163",512.5
"4164",164.2
"4165",1625
"4166",2500
"4167",1022.2
"4168",2115
"4169",840
"4170",2884.61
"4171",923.07
"4172",1307.69
"4173",2884.61
"4174",1826.92
"4175",680
"4176",2307.69
"4177",1000
"4178",300
"4179",1292
"4180",2538.46
"4181",520
"4182",807.69
"4183",680
"4184",1500
"4185",230.76
"4186",2307.69
"4187",1384.61
"4188",1019.23
"4189",1730.76
"4190",1038.46
"4191",1211.53
"4192",1923.07
"4193",568
"4194",900
"4195",923
"4196",442.3
"4197",780
"4198",2115.38
"4199",576.92
"4200",300
"4201",2520
"4202",2884.61
"4203",1000
"4204",2884.61
"4205",1115
"4206",1038.46
"4207",687.5
"4208",220
"4209",1192.3
"4210",600
"4211",1225
"4212",1538.46
"4213",1730.76
"4214",1730.76
"4215",330
"4216",175
"4217",1240
"4218",1384.61
"4219",680
"4220",1000
"4221",1153.84
"4222",640
"4223",226.8
"4224",440
"4225",55
"4226",440
"4227",200
"4228",202.5
"4229",295
"4230",600
"4231",200
"4232",120
"4233",332.73
"4234",580
"4235",320
"4236",576
"4237",200
"4238",200
"4239",300
"4240",1307
"4241",700
"4242",700
"4243",2200
"4244",1907.69
"4245",673.07
"4246",880
"4247",645
"4248",2884.61
"4249",1384.61
"4250",1384.61
"4251",276.92
"4252",120
"4253",2884.61
"4254",800
"4255",544
"4256",2884.61
"4257",437.5
"4258",225
"4259",2884.61
"4260",846.15
"4261",720
"4262",2884.61
"4263",2307.46
"4264",2884.61
"4265",1923.07
"4266",1000
"4267",2884.61
"4268",1903.84
"4269",2884.61
"4270",1346.15
"4271",1057.69
"4272",412
"4273",1193.2
"4274",1115.38
"4275",720
"4276",500
"4277",234.61
"4278",610
"4279",1576.92
"4280",1200
"4281",980.76
"4282",880
"4283",525
"4284",860
"4285",600
"4286",540
"4287",1041
"4288",2692.3
"4289",126.92
"4290",288.46
"4291",797.82
"4292",973.6
"4293",400
"4294",920
"4295",1000
"4296",1452
"4297",2884.61
"4298",460
"4299",1153.84
"4300",876
"4301",2884.61
"4302",1442.3
"4303",760
"4304",1923.07
"4305",1576.92
"4306",576.92
"4307",2115.38
"4308",1480
"4309",2480.76
"4310",1470
"4311",2653.84
"4312",2884.61
"4313",1673.07
"4314",860
"4315",1153.84
"4316",600
"4317",2731.5
"4318",1880
"4319",2307.69
"4320",923.07
"4321",1423.07
"4322",46.15
"4323",1000
"4324",960
"4325",480
"4326",423
"4327",2884.61
"4328",1500
"4329",623.07
"4330",1384.61
"4331",1923.07
"4332",1538
"4333",1384.61
"4334",75
"4335",1403.84
"4336",865.38
"4337",865.38
"4338",1923
"4339",2884.61
"4340",192
"4341",648
"4342",769.23
"4343",1153.84
"4344",240
"4345",650
"4346",1057.69
"4347",1891.25
"4348",2403.84
"4349",1442
"4350",2884.61
"4351",1672
"4352",450
"4353",1269.23
"4354",1826.92
"4355",1203.92
"4356",2884.61
"4357",2115.38
"4358",1000
"4359",2884.61
"4360",1250
"4361",1942.3
"4362",1292.3
"4363",450
"4364",1634.61
"4365",761.53
"4366",1252
"4367",2884.61
"4368",2019.23
"4369",400
"4370",600
"4371",2884.61
"4372",1500
"4373",528
"4374",1634.61
"4375",1923.07
"4376",420
"4377",2884.61
"4378",1440
"4379",1250
"4380",1942
"4381",2884.61
"4382",1346.15
"4383",2057.69
"4384",1261.15
"4385",1000
"4386",1115.38
"4387",1346.15
"4388",2884.61
"4389",492.4
"4390",2884.61
"4391",1653.84
"4392",1865.38
"4393",218.5
"4394",564
"4395",1000
"4396",1338.6
"4397",369.23
"4398",792
"4399",1346.15
"4400",2884.61
"4401",807.69
"4402",590.8
"4403",1540
"4404",692.3
"4405",2884
"4406",1753.84
"4407",720
"4408",730.76
"4409",1115
"4410",634.61
"4411",692.3
"4412",0.23
"4413",552.5
"4414",200
"4415",2884.61
"4416",1846.15
"4417",240
"4418",230.76
"4419",1923.07
"4420",516
"4421",1346.93
"4422",1015
"4423",865.38
"4424",2809.52
"4425",480
"4426",780
"4427",323
"4428",769.23
"4429",2423.07
"4430",1400
"4431",2884.61
"4432",1546.15
"4433",575
"4434",2769.23
"4435",1100
"4436",423.07
"4437",2884.61
"4438",1400
"4439",1500
"4440",1826.92
"4441",756
"4442",1346.15
"4443",20
"4444",576.92
"4445",525
"4446",1346
"4447",884.61
"4448",1000
"4449",700
"4450",461.53
"4451",850
"4452",1040
"4453",543.76
"4454",1923.07
"4455",800
"4456",1097.6
"4457",586
"4458",1083.33
"4459",830.76
"4460",692.3
"4461",1052
"4462",2884.61
"4463",865.38
"4464",576.92
"4465",769.23
"4466",1120
"4467",471.15
"4468",1884.61
"4469",2555.55
"4470",1288.46
"4471",576.92
"4472",1153.84
"4473",2884.61
"4474",1000
"4475",1269.23
"4476",2153.84
"4477",923.07
"4478",420
"4479",2884.61
"4480",1442.3
"4481",730.76
"4482",2884.61
"4483",1057.69
"4484",1400
"4485",1923.07
"4486",961.53
"4487",1500
"4488",1346.15
"4489",2019.23
"4490",1634.61
"4491",1360
"4492",730.76
"4493",1442.3
"4494",1660
"4495",502.92
"4496",2884.61
"4497",420
"4498",2041.5
"4499",2596.15
"4500",961.53
